Date,Province,ProductKey,Indice_IPC_produit,ProductLabel,Unit
2017-04,Alberta,meat,11.25,"Pork loin cuts, per kilogram",Dollars
2017-04,Alberta,meat,7.71,"Pork rib cuts, per kilogram",Dollars
2017-04,Alberta,meat,6.33,"Pork shoulder cuts, per kilogram",Dollars
2017-04,Alberta,meat,4.06,"Meatless burgers, 226 grams",Dollars
2017-05,Alberta,meat,14.07,"Beef stewing cuts, per kilogram",Dollars
2017-05,Alberta,meat,24.35,"Beef striploin cuts, per kilogram",Dollars
2017-05,Alberta,meat,16.77,"Beef top sirloin cuts, per kilogram",Dollars
2017-05,Alberta,meat,20.11,"Beef rib cuts, per kilogram",Dollars
2017-05,Alberta,meat,9.5,"Ground beef, per kilogram",Dollars
2017-05,Alberta,meat,9.81,"Pork loin cuts, per kilogram",Dollars
2017-05,Alberta,meat,9.17,"Pork rib cuts, per kilogram",Dollars
2017-05,Alberta,meat,6.93,"Pork shoulder cuts, per kilogram",Dollars
2017-05,Alberta,meat,4.23,"Meatless burgers, 226 grams",Dollars
2017-06,Alberta,meat,14.04,"Beef stewing cuts, per kilogram",Dollars
2017-06,Alberta,meat,29.34,"Beef striploin cuts, per kilogram",Dollars
2017-06,Alberta,meat,15.0,"Beef top sirloin cuts, per kilogram",Dollars
2017-06,Alberta,meat,19.99,"Beef rib cuts, per kilogram",Dollars
2017-06,Alberta,meat,9.42,"Ground beef, per kilogram",Dollars
2017-06,Alberta,meat,12.0,"Pork loin cuts, per kilogram",Dollars
2017-06,Alberta,meat,9.32,"Pork rib cuts, per kilogram",Dollars
2017-06,Alberta,meat,7.36,"Pork shoulder cuts, per kilogram",Dollars
2017-06,Alberta,meat,4.19,"Meatless burgers, 226 grams",Dollars
2017-07,Alberta,meat,14.07,"Beef stewing cuts, per kilogram",Dollars
2017-07,Alberta,meat,24.69,"Beef striploin cuts, per kilogram",Dollars
2017-07,Alberta,meat,14.81,"Beef top sirloin cuts, per kilogram",Dollars
2017-07,Alberta,meat,20.93,"Beef rib cuts, per kilogram",Dollars
2017-07,Alberta,meat,9.24,"Ground beef, per kilogram",Dollars
2017-07,Alberta,meat,8.55,"Pork loin cuts, per kilogram",Dollars
2017-07,Alberta,meat,9.83,"Pork rib cuts, per kilogram",Dollars
2017-07,Alberta,meat,7.67,"Pork shoulder cuts, per kilogram",Dollars
2017-07,Alberta,meat,4.16,"Meatless burgers, 226 grams",Dollars
2017-08,Alberta,meat,14.06,"Beef stewing cuts, per kilogram",Dollars
2017-08,Alberta,meat,22.71,"Beef striploin cuts, per kilogram",Dollars
2017-08,Alberta,meat,15.47,"Beef top sirloin cuts, per kilogram",Dollars
2017-08,Alberta,meat,20.77,"Beef rib cuts, per kilogram",Dollars
2017-08,Alberta,meat,10.2,"Ground beef, per kilogram",Dollars
2017-08,Alberta,meat,10.02,"Pork loin cuts, per kilogram",Dollars
2017-08,Alberta,meat,7.7,"Pork rib cuts, per kilogram",Dollars
2017-08,Alberta,meat,7.93,"Pork shoulder cuts, per kilogram",Dollars
2017-08,Alberta,meat,4.19,"Meatless burgers, 226 grams",Dollars
2017-09,Alberta,meat,13.3,"Beef stewing cuts, per kilogram",Dollars
2017-09,Alberta,meat,21.4,"Beef striploin cuts, per kilogram",Dollars
2017-09,Alberta,meat,12.98,"Beef top sirloin cuts, per kilogram",Dollars
2017-09,Alberta,meat,21.16,"Beef rib cuts, per kilogram",Dollars
2017-09,Alberta,meat,9.57,"Ground beef, per kilogram",Dollars
2017-09,Alberta,meat,8.68,"Pork loin cuts, per kilogram",Dollars
2017-09,Alberta,meat,10.92,"Pork rib cuts, per kilogram",Dollars
2017-09,Alberta,meat,8.11,"Pork shoulder cuts, per kilogram",Dollars
2017-09,Alberta,meat,4.12,"Meatless burgers, 226 grams",Dollars
2017-10,Alberta,meat,12.88,"Beef stewing cuts, per kilogram",Dollars
2017-10,Alberta,meat,17.12,"Beef striploin cuts, per kilogram",Dollars
2017-10,Alberta,meat,15.45,"Beef top sirloin cuts, per kilogram",Dollars
2017-10,Alberta,meat,15.45,"Beef rib cuts, per kilogram",Dollars
2017-10,Alberta,meat,8.96,"Ground beef, per kilogram",Dollars
2017-10,Alberta,meat,9.09,"Pork loin cuts, per kilogram",Dollars
2017-10,Alberta,meat,8.22,"Pork rib cuts, per kilogram",Dollars
2017-10,Alberta,meat,7.45,"Pork shoulder cuts, per kilogram",Dollars
2017-10,Alberta,meat,4.21,"Meatless burgers, 226 grams",Dollars
2017-11,Alberta,meat,13.06,"Beef stewing cuts, per kilogram",Dollars
2017-11,Alberta,meat,16.78,"Beef striploin cuts, per kilogram",Dollars
2017-11,Alberta,meat,13.11,"Beef top sirloin cuts, per kilogram",Dollars
2017-11,Alberta,meat,22.17,"Beef rib cuts, per kilogram",Dollars
2017-11,Alberta,meat,9.49,"Ground beef, per kilogram",Dollars
2017-11,Alberta,meat,10.31,"Pork loin cuts, per kilogram",Dollars
2017-11,Alberta,meat,8.26,"Pork rib cuts, per kilogram",Dollars
2017-11,Alberta,meat,4.33,"Pork shoulder cuts, per kilogram",Dollars
2017-11,Alberta,meat,4.23,"Meatless burgers, 226 grams",Dollars
2017-12,Alberta,meat,14.07,"Beef stewing cuts, per kilogram",Dollars
2017-12,Alberta,meat,21.44,"Beef striploin cuts, per kilogram",Dollars
2017-12,Alberta,meat,12.26,"Beef top sirloin cuts, per kilogram",Dollars
2017-12,Alberta,meat,15.09,"Beef rib cuts, per kilogram",Dollars
2017-12,Alberta,meat,9.28,"Ground beef, per kilogram",Dollars
2017-12,Alberta,meat,9.67,"Pork loin cuts, per kilogram",Dollars
2017-12,Alberta,meat,11.01,"Pork rib cuts, per kilogram",Dollars
2017-12,Alberta,meat,7.66,"Pork shoulder cuts, per kilogram",Dollars
2017-12,Alberta,meat,4.19,"Meatless burgers, 226 grams",Dollars
2018-01,Alberta,meat,13.37,"Beef stewing cuts, per kilogram",Dollars
2018-01,Alberta,meat,20.85,"Beef striploin cuts, per kilogram",Dollars
2018-01,Alberta,meat,13.88,"Beef top sirloin cuts, per kilogram",Dollars
2018-01,Alberta,meat,21.8,"Beef rib cuts, per kilogram",Dollars
2018-01,Alberta,meat,9.15,"Ground beef, per kilogram",Dollars
2018-01,Alberta,meat,9.02,"Pork loin cuts, per kilogram",Dollars
2018-01,Alberta,meat,9.61,"Pork rib cuts, per kilogram",Dollars
2018-01,Alberta,meat,6.92,"Pork shoulder cuts, per kilogram",Dollars
2018-01,Alberta,meat,4.13,"Meatless burgers, 226 grams",Dollars
2018-02,Alberta,meat,13.95,"Beef stewing cuts, per kilogram",Dollars
2018-02,Alberta,meat,23.28,"Beef striploin cuts, per kilogram",Dollars
2018-02,Alberta,meat,14.38,"Beef top sirloin cuts, per kilogram",Dollars
2018-02,Alberta,meat,21.43,"Beef rib cuts, per kilogram",Dollars
2018-02,Alberta,meat,8.91,"Ground beef, per kilogram",Dollars
2018-02,Alberta,meat,8.03,"Pork loin cuts, per kilogram",Dollars
2018-02,Alberta,meat,10.21,"Pork rib cuts, per kilogram",Dollars
2018-02,Alberta,meat,6.71,"Pork shoulder cuts, per kilogram",Dollars
2018-02,Alberta,meat,4.25,"Meatless burgers, 226 grams",Dollars
2018-03,Alberta,meat,13.74,"Beef stewing cuts, per kilogram",Dollars
2018-03,Alberta,meat,21.11,"Beef striploin cuts, per kilogram",Dollars
2018-03,Alberta,meat,15.3,"Beef top sirloin cuts, per kilogram",Dollars
2018-03,Alberta,meat,14.88,"Beef rib cuts, per kilogram",Dollars
2018-03,Alberta,meat,9.3,"Ground beef, per kilogram",Dollars
2018-03,Alberta,meat,8.29,"Pork loin cuts, per kilogram",Dollars
2018-03,Alberta,meat,9.43,"Pork rib cuts, per kilogram",Dollars
2018-03,Alberta,meat,6.61,"Pork shoulder cuts, per kilogram",Dollars
2018-03,Alberta,meat,4.19,"Meatless burgers, 226 grams",Dollars
2018-04,Alberta,meat,14.43,"Beef stewing cuts, per kilogram",Dollars
2018-04,Alberta,meat,20.07,"Beef striploin cuts, per kilogram",Dollars
2018-04,Alberta,meat,13.36,"Beef top sirloin cuts, per kilogram",Dollars
2018-04,Alberta,meat,16.12,"Beef rib cuts, per kilogram",Dollars
2018-04,Alberta,meat,9.6,"Ground beef, per kilogram",Dollars
2018-04,Alberta,meat,9.85,"Pork loin cuts, per kilogram",Dollars
2018-04,Alberta,meat,7.69,"Pork rib cuts, per kilogram",Dollars
2018-04,Alberta,meat,7.34,"Pork shoulder cuts, per kilogram",Dollars
2018-04,Alberta,meat,4.17,"Meatless burgers, 226 grams",Dollars
2018-05,Alberta,meat,13.73,"Beef stewing cuts, per kilogram",Dollars
2018-05,Alberta,meat,23.65,"Beef striploin cuts, per kilogram",Dollars
2018-05,Alberta,meat,15.09,"Beef top sirloin cuts, per kilogram",Dollars
2018-05,Alberta,meat,19.42,"Beef rib cuts, per kilogram",Dollars
2018-05,Alberta,meat,10.02,"Ground beef, per kilogram",Dollars
2018-05,Alberta,meat,9.19,"Pork loin cuts, per kilogram",Dollars
2018-05,Alberta,meat,7.81,"Pork rib cuts, per kilogram",Dollars
2018-05,Alberta,meat,3.62,"Pork shoulder cuts, per kilogram",Dollars
2018-05,Alberta,meat,4.32,"Meatless burgers, 226 grams",Dollars
2018-06,Alberta,meat,13.68,"Beef stewing cuts, per kilogram",Dollars
2018-06,Alberta,meat,23.64,"Beef striploin cuts, per kilogram",Dollars
2018-06,Alberta,meat,13.96,"Beef top sirloin cuts, per kilogram",Dollars
2018-06,Alberta,meat,18.84,"Beef rib cuts, per kilogram",Dollars
2018-06,Alberta,meat,9.27,"Ground beef, per kilogram",Dollars
2018-06,Alberta,meat,9.56,"Pork loin cuts, per kilogram",Dollars
2018-06,Alberta,meat,7.86,"Pork rib cuts, per kilogram",Dollars
2018-06,Alberta,meat,6.7,"Pork shoulder cuts, per kilogram",Dollars
2018-06,Alberta,meat,4.37,"Meatless burgers, 226 grams",Dollars
2018-07,Alberta,meat,13.76,"Beef stewing cuts, per kilogram",Dollars
2018-07,Alberta,meat,19.77,"Beef striploin cuts, per kilogram",Dollars
2018-07,Alberta,meat,19.0,"Beef top sirloin cuts, per kilogram",Dollars
2018-07,Alberta,meat,21.19,"Beef rib cuts, per kilogram",Dollars
2018-07,Alberta,meat,8.86,"Ground beef, per kilogram",Dollars
2018-07,Alberta,meat,7.91,"Pork loin cuts, per kilogram",Dollars
2018-07,Alberta,meat,8.22,"Pork rib cuts, per kilogram",Dollars
2018-07,Alberta,meat,5.2,"Pork shoulder cuts, per kilogram",Dollars
2018-07,Alberta,meat,4.23,"Meatless burgers, 226 grams",Dollars
2018-08,Alberta,meat,14.31,"Beef stewing cuts, per kilogram",Dollars
2018-08,Alberta,meat,22.53,"Beef striploin cuts, per kilogram",Dollars
2018-08,Alberta,meat,13.75,"Beef top sirloin cuts, per kilogram",Dollars
2018-08,Alberta,meat,19.63,"Beef rib cuts, per kilogram",Dollars
2018-08,Alberta,meat,9.13,"Ground beef, per kilogram",Dollars
2018-08,Alberta,meat,9.71,"Pork loin cuts, per kilogram",Dollars
2018-08,Alberta,meat,7.96,"Pork rib cuts, per kilogram",Dollars
2018-08,Alberta,meat,6.03,"Pork shoulder cuts, per kilogram",Dollars
2018-08,Alberta,meat,4.22,"Meatless burgers, 226 grams",Dollars
2018-09,Alberta,meat,14.29,"Beef stewing cuts, per kilogram",Dollars
2018-09,Alberta,meat,27.34,"Beef striploin cuts, per kilogram",Dollars
2018-09,Alberta,meat,12.26,"Beef top sirloin cuts, per kilogram",Dollars
2018-09,Alberta,meat,18.72,"Beef rib cuts, per kilogram",Dollars
2018-09,Alberta,meat,9.24,"Ground beef, per kilogram",Dollars
2018-09,Alberta,meat,10.35,"Pork loin cuts, per kilogram",Dollars
2018-09,Alberta,meat,8.01,"Pork rib cuts, per kilogram",Dollars
2018-09,Alberta,meat,9.05,"Pork shoulder cuts, per kilogram",Dollars
2018-09,Alberta,meat,4.18,"Meatless burgers, 226 grams",Dollars
2018-10,Alberta,meat,12.45,"Beef stewing cuts, per kilogram",Dollars
2018-10,Alberta,meat,20.39,"Beef striploin cuts, per kilogram",Dollars
2018-10,Alberta,meat,15.44,"Beef top sirloin cuts, per kilogram",Dollars
2018-10,Alberta,meat,18.46,"Beef rib cuts, per kilogram",Dollars
2018-10,Alberta,meat,9.36,"Ground beef, per kilogram",Dollars
2018-10,Alberta,meat,9.42,"Pork loin cuts, per kilogram",Dollars
2018-10,Alberta,meat,7.37,"Pork rib cuts, per kilogram",Dollars
2018-10,Alberta,meat,4.74,"Pork shoulder cuts, per kilogram",Dollars
2018-10,Alberta,meat,4.53,"Meatless burgers, 226 grams",Dollars
2018-11,Alberta,meat,12.14,"Beef stewing cuts, per kilogram",Dollars
2018-11,Alberta,meat,22.49,"Beef striploin cuts, per kilogram",Dollars
2018-11,Alberta,meat,14.3,"Beef top sirloin cuts, per kilogram",Dollars
2018-11,Alberta,meat,22.35,"Beef rib cuts, per kilogram",Dollars
2018-11,Alberta,meat,9.37,"Ground beef, per kilogram",Dollars
2018-11,Alberta,meat,8.42,"Pork loin cuts, per kilogram",Dollars
2018-11,Alberta,meat,10.23,"Pork rib cuts, per kilogram",Dollars
2018-11,Alberta,meat,6.69,"Pork shoulder cuts, per kilogram",Dollars
2018-11,Alberta,meat,4.64,"Meatless burgers, 226 grams",Dollars
2018-12,Alberta,meat,14.59,"Beef stewing cuts, per kilogram",Dollars
2018-12,Alberta,meat,21.32,"Beef striploin cuts, per kilogram",Dollars
2018-12,Alberta,meat,12.87,"Beef top sirloin cuts, per kilogram",Dollars
2018-12,Alberta,meat,22.99,"Beef rib cuts, per kilogram",Dollars
2018-12,Alberta,meat,8.74,"Ground beef, per kilogram",Dollars
2018-12,Alberta,meat,10.5,"Pork loin cuts, per kilogram",Dollars
2018-12,Alberta,meat,10.37,"Pork rib cuts, per kilogram",Dollars
2018-12,Alberta,meat,8.24,"Pork shoulder cuts, per kilogram",Dollars
2018-12,Alberta,meat,4.6,"Meatless burgers, 226 grams",Dollars
2019-01,Alberta,meat,14.66,"Beef stewing cuts, per kilogram",Dollars
2019-01,Alberta,meat,21.37,"Beef striploin cuts, per kilogram",Dollars
2019-01,Alberta,meat,13.29,"Beef top sirloin cuts, per kilogram",Dollars
2019-01,Alberta,meat,23.57,"Beef rib cuts, per kilogram",Dollars
2019-01,Alberta,meat,8.97,"Ground beef, per kilogram",Dollars
2019-01,Alberta,meat,8.22,"Pork loin cuts, per kilogram",Dollars
2019-01,Alberta,meat,8.27,"Pork rib cuts, per kilogram",Dollars
2019-01,Alberta,meat,6.91,"Pork shoulder cuts, per kilogram",Dollars
2019-01,Alberta,meat,4.34,"Meatless burgers, 226 grams",Dollars
2019-02,Alberta,meat,14.68,"Beef stewing cuts, per kilogram",Dollars
2019-02,Alberta,meat,19.6,"Beef striploin cuts, per kilogram",Dollars
2019-02,Alberta,meat,18.61,"Beef top sirloin cuts, per kilogram",Dollars
2019-02,Alberta,meat,21.99,"Beef rib cuts, per kilogram",Dollars
2019-02,Alberta,meat,8.82,"Ground beef, per kilogram",Dollars
2019-02,Alberta,meat,10.84,"Pork loin cuts, per kilogram",Dollars
2019-02,Alberta,meat,8.44,"Pork rib cuts, per kilogram",Dollars
2019-02,Alberta,meat,4.01,"Pork shoulder cuts, per kilogram",Dollars
2019-02,Alberta,meat,4.33,"Meatless burgers, 226 grams",Dollars
2019-03,Alberta,meat,14.03,"Beef stewing cuts, per kilogram",Dollars
2019-03,Alberta,meat,26.39,"Beef striploin cuts, per kilogram",Dollars
2019-03,Alberta,meat,18.16,"Beef top sirloin cuts, per kilogram",Dollars
2019-03,Alberta,meat,23.97,"Beef rib cuts, per kilogram",Dollars
2019-03,Alberta,meat,8.61,"Ground beef, per kilogram",Dollars
2019-03,Alberta,meat,8.96,"Pork loin cuts, per kilogram",Dollars
2019-03,Alberta,meat,9.58,"Pork rib cuts, per kilogram",Dollars
2019-03,Alberta,meat,6.24,"Pork shoulder cuts, per kilogram",Dollars
2019-03,Alberta,meat,4.48,"Meatless burgers, 226 grams",Dollars
2019-04,Alberta,meat,13.55,"Beef stewing cuts, per kilogram",Dollars
2019-04,Alberta,meat,18.54,"Beef striploin cuts, per kilogram",Dollars
2019-04,Alberta,meat,21.24,"Beef top sirloin cuts, per kilogram",Dollars
2019-04,Alberta,meat,24.1,"Beef rib cuts, per kilogram",Dollars
2019-04,Alberta,meat,8.86,"Ground beef, per kilogram",Dollars
2019-04,Alberta,meat,10.48,"Pork loin cuts, per kilogram",Dollars
2019-04,Alberta,meat,9.81,"Pork rib cuts, per kilogram",Dollars
2019-04,Alberta,meat,8.11,"Pork shoulder cuts, per kilogram",Dollars
2019-04,Alberta,meat,4.57,"Meatless burgers, 226 grams",Dollars
2019-05,Alberta,meat,14.84,"Beef stewing cuts, per kilogram",Dollars
2019-05,Alberta,meat,24.86,"Beef striploin cuts, per kilogram",Dollars
2019-05,Alberta,meat,21.56,"Beef top sirloin cuts, per kilogram",Dollars
2019-05,Alberta,meat,25.43,"Beef rib cuts, per kilogram",Dollars
2019-05,Alberta,meat,9.38,"Ground beef, per kilogram",Dollars
2019-05,Alberta,meat,9.99,"Pork loin cuts, per kilogram",Dollars
2019-05,Alberta,meat,9.72,"Pork rib cuts, per kilogram",Dollars
2019-05,Alberta,meat,4.53,"Pork shoulder cuts, per kilogram",Dollars
2019-05,Alberta,meat,6.6,"Meatless burgers, 226 grams",Dollars
2019-06,Alberta,meat,15.25,"Beef stewing cuts, per kilogram",Dollars
2019-06,Alberta,meat,23.96,"Beef striploin cuts, per kilogram",Dollars
2019-06,Alberta,meat,15.85,"Beef top sirloin cuts, per kilogram",Dollars
2019-06,Alberta,meat,23.61,"Beef rib cuts, per kilogram",Dollars
2019-06,Alberta,meat,9.62,"Ground beef, per kilogram",Dollars
